data,score,rating,bug_report,feature_request,user_experience
"Il veut accéder à mes contacts, quel est le rapport",1,0,0,1,0
Au debut cette appli etait excellente mais depuis 2 jour je ne peux plus l ouvrir Elle me dit que mon tel est roote et que ce n'est pas securisé alors quil ne la jamais ete... Conclusion appli inutilisable,3,1,1,0,0
L application ne fonctionne pas puff .,1,0,1,0,0
Fortement déçu l application n est plus lisible sans avoir à l ouvrir,1,1,1,0,0
"Impossible d'avoir l'application sans se connecter, nul.",1,1,1,0,0
Dommage d'avoir supprimé le tracker de caféine 😕,2,0,0,1,0
très bien 😉👍,5,1,0,0,0
Superbe,5,1,0,0,0
Bon!!,4,1,0,0,0
Très déçu de plus avoir la gestion poids qui était très utilise pourquoi l'avoir supprimé et à quand le retour ????,1,1,0,1,0
"Depuis la dernière mise a jour rien ne vas plus, les kilomètre deconne et je ne vois meme plus le trajet que je fais deplus il ont enlever la vitesse sur le graphique final pour le femplaver avec le rytme, decevant",2,1,1,0,0
Super,5,1,0,0,0
Cool,5,1,0,0,0
"J'aime bien cette application assez complète et qui se synchronise avec ma montre et d'autres apps similaires. Par contre, je rencontre des plantages depuis quelques jours lorsque j'essai de consulter mes plus récentes activités. J'ai d'ailleurs reçu un avertissement du système d'exploitation du téléphone m'invitant à mettre l'app en veille à cause de bugs répétés. En attente d'une MAJ. Un proposition: intégration d'un chronomètre/timer à interval pour les entraînements de course.",1,1,1,1,1
Application au top mais refuse de synchroniser avec health sync depuis 24h 😔 je ne trouve pas la solution...,3,1,1,0,0
j'ai perdu mon mot de passe merci,5,0,0,1,0
Moi également plus possible de se connecter à l'application c'est pénible,1,0,1,0,0
Elle m'a dure à distance que j'ai parcouru très bien,5,0,0,0,1
Bonne application mais trop de demande de mises à jour !,4,1,0,1,0
Bonne appli,2,1,0,0,0
Manque un dossier médical,3,0,0,1,0
"Pas mal, mais toujours trop de bugs pour une application faite par une aussi grosse boîte. Suite à une mise à jour on ne peut plus du tout se connecter, il faut installer une ancienne version, se connecter et mettre à jour... (Avant on pouvait contourner l'écran de login qui ne marche pas)",1,1,1,0,0
"Depuis la nouvelle version, plus de rapport hebdomadaire de la distance parcourue. Dommage, l'application était assez complète mais enlever cette option a été très idiot.",1,1,0,1,0
Saturation oxygene .mesure de stress.tres bonne,5,0,0,0,1
Depuis un mois je n'arrive plus à voir le km et les nombres de pas,2,0,1,0,0
Je suis trop déçue je viens de faire la dernière mise à jour et l'application ne fonctionne plus. Je ne peux plus revenir en arrière avant la mise à jour. toutes mes données ont été effacées. du coup avec ma montre connectée samsung comment faire ???,1,1,1,0,0
Problème de comptage des kilomètres ! C'est dommage car ce qui sont calculés par votre application ne sont pas réels et be permettent pas de se mettre des challenges !,1,0,1,0,0
Franchement j'adore cet application!!,5,1,0,0,0
Cool,5,1,0,0,0
Genial.,5,1,0,0,0
"Dommage qu'il ne soit pas possible de voir ses performances évoluer sur les 
circuits définis.",3,0,0,1,0
très bonne application,5,1,0,0,0
J'ai installé l'application début juin. Impossible de connecter ma montre !,1,0,1,0,0
Déçu je n ai plus le capteur cardiaque,2,0,1,0,0
Bien avant la mise à jour. Inutile maintenant,2,1,0,0,0
Bonjour J'ai beaucoup aimé cette application seulement depuis deux jour je ne peux plus l'utiliser sauf en autorisant l'application à passer des appels.... pourquoi? En quoi est ce utile? En l'état je trouve ça abusif de vie part et surtout non sécurisé pour l'utilisateur,3,1,0,1,0
"Bonne application, très utile et assez pertinente !",4,1,0,0,0
Problème sur les itinéraires de marche depuis janvier,1,0,1,0,0
je met quatre car dans les activités vous devrez mettre trampoline,4,1,0,1,0
"Bonne appli mais comme beaucoup ,dégoûtée de ne plus avoir ""la gestion du poids "" Remettez nous cette option!!!",1,1,0,1,0
Top application. Je marche deux fois plus grâce aux défis.,5,1,0,0,1
well,4,1,0,0,0
Excellente application,5,1,0,0,0
"Depuis la dernière mise à jour, l'application me vide la batterie de mon téléphone !! Si rien est fait, je vais devoir la virer. Perdre 20% de batterie en pleine nuit ça va pas être possible longtemps",1,0,1,1,0
Super,5,1,0,0,0
Pourquoi abandonner la gestion poids et calories. C'est un tout. Appelez vous samsung sport maintenant...vous allez me tenter de passer a l apple watch...,2,0,0,1,0
"Je n'ai plus le parcours qui s'affiche, avant on voyait le parcours courus en activant le GPS maintenant plus rien juste le temps, les km et et calories",3,0,0,1,0
"Superbe application et gratuite. Une application complète de suivi de santé. Cela va du comptage des pas au suivi de sommeil, surveillance du poids de l'eau consommée, de la caféine etc... L'application est assez ergonomique et le seul petit bémol serais qu'il serais sympa d'ajouter un thème sombre. Les défis 1 contre 1 sont très sympa et j'adore les défis mensuel ainsi que le défi global. Une très bonne application qui pourrait encore être améliorée.",5,1,0,1,1
Très bien,5,1,0,0,0
la maj a retirer le cardio et pression artérielle et autres cest dommage,3,0,0,1,0
Impossible changer certains parametres,4,0,0,1,0
"J'ai retrouvé un vieux bracelet connecté que j'ai voulu tester sur un realme. Déjà il faut installer 4 applications alors que chez la concurrence une seule suffit... Ensuite l'application la plus importante: Samsung health ne fonctionne pas. Après avoir entré son compte, ça mouline, ça mouline etc... Gg Samsung, entre les téléphones sans autonomie et les apps foireuses c'est normal que les trimestres soient compliqués 😂 👌",1,0,1,1,0
"J adore je l utile tous les jours , mais parfois j ai l impression que tous n'est pas très juste 😉🙃",4,0,1,0,1
Excellente application,5,1,0,0,0
Cette application trop bien.,5,1,0,0,0
Cool,5,1,0,0,0
Top,5,1,0,0,0
n affiche plus le plan apres activité course,3,0,1,0,0
Excellent,5,1,0,0,0
Depuis la dernière mise à jour je ne peux plus accéder à mon application,1,0,1,0,0
application au top avec une montre connectée samsung,4,1,0,0,1
c une bonne application 💞💞💞,5,1,0,0,0
"Pas parfait, l analyse du sommeil est bien moins bonne que sur la fitbit. Couple a une galaxy watch.",3,1,0,1,1
Toop,5,1,0,0,0
Application ne fonctionne pas Zero,1,1,0,0,0
Dernière Maj TROP nul L Application sert plus a rien. ☹😡👎👎👎,1,1,0,0,0
👍👍👍,5,1,0,0,0
En attente de correction. Les distances ne sont plus bonnes. Je fais un parcours régulier de 5km et il m'indique plus de 6km pareil sur un parcours de 8km il m'a indiqué 11km.... et je n'ai plus la map de mon parcours....,1,0,1,0,0
Une appli au top jadore je recommande,5,1,0,0,0
"Très bonne application pour le suivi personnel, serait il possible d'ajouter les montres Garmin aux appareil compatible ? la ce serait parfait.",4,0,0,1,1
Excellent.,4,1,0,0,0
Au bout de 2ans mon application et celle de mon mari s'arrête chaque fois à la moitié du parcours,3,0,1,0,0
"L application bugg depuis la MaJ Depuis la maj de fin janvier impossible de faire fonctionner l application, complètement inutilisable",1,0,1,0,0
"Rendue trop simplifiée, par exemple, maintenant plus de poids moyen par mois.",1,0,0,1,0
Bien,4,1,0,0,0
Les distances parcourues ces derniers temps ne sont pas juste. Cela fonctionne mal y a t il quelque chose à faire ?,2,0,1,0,0
j'ai beaucoup aimé le défi car ça m'a permis de me remettre en forme et de me dépasser être en coupure avec le monde entier c'est tout simplement génial je vais continuer dans cette lancée avec d'autres défis,5,0,0,0,1
Ok,5,1,0,0,0
Très utile pour le suivi au quotidien et le bilan diététique. Une lacune le total quotidien des sucres.,4,0,0,0,1
La seule chose qui manque c'est d'avoir un résumé de l'activité sur 1 mois ou une année... Pour savoir comment on progresse et quand il faut changer ses chaussures pour les coureurs comme moi... J'utilise déjà depuis 4 ans et cette information me paraît essentielle 😌,4,0,0,1,1
Application complète,5,1,0,0,0
"Application vraiment bien. Je m'en sert surtout pour les séances de marche et les heures de sommeil. Si je puis me permettre une suggestion sur ce dernier point : - féliciter les heures de coucher et de réveil c'est bien -mais indiquer à une personne qui n'a dormis que 3h que c'est bien trop peu, ou, inviter une personne qui a dormis 17h30 à consulter un médecin car c'est beaucoup trop serait MIEUX ! C'était une petit suggestion de quelqu'un souffrant de pathologies du sommeil encore trop mal connues...",4,1,0,1,1
Superbe application bravo,3,1,0,0,0
Bonne appli de sports et de coaching.,4,0,0,0,1
Elle est super comme applications mais pour les entraînements ça va pas trop ça plante souvent du coup j suis toujours obligé de regarder pendant mon sport si ça continue bien de decompter le temps. C'est relou.,3,1,1,0,0
"L'appli ne fonctionne plus sur mon S10+, Samsung faites quelque chose svp 😔",2,0,1,0,0
Conviviale ludique défis intéressants.,4,0,0,0,1
Bonne réussi merci,5,1,0,0,0
"C'est une super application synchronisée avec ma montre, c'est top, je contrôle mon alimentation, mon activité, mes calories. Cependant, je constate un bug aujourd'hui, j'ai effectué plus de 11000 pas, et à chaque fois que je vais sur l'application et que je clique sur gestion du poids, le nombre de calories brûlées augmente dans faible activité et là j'en suis à 8322 calories brûlées en ayant fait 11568 pas, c'est aberrant, j'espère que ça va vite rentrer dans l'ordre et ne plus se reproduire.",4,1,1,0,1
Très bon mais j aimais mieux l ancienne version,5,1,0,1,0
Bonne application mais ne se lance plu depuis quelque temps...,3,1,1,0,0
Je ne comprends pas pourquoi il faut que je donne autant d'autorisations. Je désinstalle.,1,1,0,1,0
Cool comme la marque,5,1,0,0,0
"Super application,assez complète, j'adore!",5,1,0,0,0
"Je ne trouve plus la catégorie équitation, où est-elle passée ??!!",3,0,0,1,0
"Santé et conditions physiques ,La meilleure application",5,1,0,0,1
"Très bonne application, j'adore.",5,1,0,0,0
Excellente appli,4,1,0,0,0
Bien,5,1,0,0,0
J'étais contente de cette application mais depuis trois mois les pas ne se décomptent plus correctement entre la gear et le téléphone. De ce fait l'application n'est plus fiable.,3,1,1,0,0
Application au top...Rien de plus à ajouter,5,1,0,0,0
top,3,1,0,0,0
"Pas assez précise (aliments, sommeil, activités...)",3,0,0,1,0
Cool,5,1,0,0,0
Top 10,5,1,0,0,0
Bien mais peu mieux faire... j'ai une montre samsung galaxy watch3 connectée et les battements du cœur sont enregistrés dans l'application mais n'apparaissent pas dans les graphiques des activités sportives ce qui est fort dommage !!! Merci aux développeurs de palier à ce manque ce qui donnerai un gros plus a l'appli et 5 étoiles 🌟 😉,4,1,0,1,0
Atletisme,3,1,0,0,0
Cette application était vraiment intéressante grâce aux activités et A LA GESTION DU POIDS mais malheureusement cette dernière option a été retirée. Alors qu'elle était la raison principale a l'utilisation de cette application. Je songe maintenant à désinstaller. Bien dommage...,1,0,0,1,0
"Application qui inclut beaucoup d'informations et de suivi mais... les valeurs sont fausses. Lors d'une sortie de footing, ma vitesse est totalement excessive (je l'ai comparé avec deux autres applications) ainsi que la distance courut. Donc pour le nombre de pas, je vous conseille de vérifier. Je trouve qu'il manque à cette application un fond foncé (ou alors je ne l'ai pas trouvé) afin d'économiser la batterie.",3,0,1,1,1
Nul depuis la mise à jour déçu déçu déçu avant il y avait un comptage.fes.calories en fonction du sport fixait des objectifs de calorie c.etait genial donc deux solution soit vous remettez cette option soit je l enlevé et je passerai mon temps à le dire à tout les communautés et à tous les influenceurs que je connais,1,1,0,1,0
parfait pour une motivation supplémentaire !!,5,1,0,0,0
Application intéressante mais dommage que l'on ne puisse pas la laisser ouverte en permanence. Quand on oublie de l'ouvrir on perd des pas. Dommage pour les défis.,4,1,0,1,0
On me demander autoriser qqchose dans paramètres j'ai tout autoriser et cela demande toujours. Je suis gavée.,1,1,1,0,0
Excellent,5,1,0,0,0
Bien,3,1,0,0,0
"J adore la détection de marche ou de course. J aime les séances de course 
avec la topographie et meteo, la localisation et le résumé de la séance !",4,0,0,0,1
Ça marchait très bien.... jusqu'à la dernière mise à jour ! Impossible de me connecter ! Faut vous réveiller les développeurs applis de Samsung 😠😠😠,1,1,1,0,0
"Bonjour, Depuis la dernière mise à jour, l'application dysfonctionne: bugs réguliers, impossible d'enregistrer certaines données, etc. Par ailleurs, je constate une décharge anormalement rapide de la batterie du téléphone pendant l'utilisation de l'application... Merci pour l'accompagnement que représente cette application pour le maintien d'une hygiène de vie saine. Bravo aux concepteurs.",3,0,1,1,0
ok,5,1,0,0,0
superbe application,5,1,0,0,0
"Cette application est pas mal assez complète mais un peu galère à s'en 
servir au début mais dans l'ensemble assez sympa merci au concepteurs 👍",3,1,0,0,1
Top,4,1,0,0,0
Bonne application mais la dernière mise à jour donne un kilométrage erroné. Revoir cela très vite . Tout les calculs sont fossés.,3,1,1,0,0
Pas intéressant,1,1,0,0,0
"Impossible de se reconnecter avec la validation en 2 étapes , le SMS n arrive jamais , j ai changé de téléphone et je peux plus utiliser Samsung health... Je vais trouver une autre application",1,1,1,0,0
Nul depuis la mise à jour. On ne peut plus utiliser sans connecter à un compte.,1,1,0,1,0
Ne fonctionne plus même en acceptant tout ! Dommage : avant la mise à jour très bien,1,0,1,0,0
A quand la possibilité d'ajouter les montre et Tracker Garmin ?,3,0,0,1,0
Ça inquiète personne que certaine personnes fassent un millions de pas en 4 jours lors des défis ? Moi je trouve ça bizarre. C'est un peu étrange non ? 5 étoiles quand ce sera plus le cas.,1,1,0,1,0
Application ne se lance pas,1,0,1,0,0
Bien,5,1,0,0,0
Très bonne application..merci,5,1,0,0,0
Pas trop cette application,1,1,0,0,0
bon graphismes,4,0,0,0,1
Utile pour s'occuper de soi et de sa santé,5,0,0,0,1
Je suis à fond pour avec l application,4,1,0,0,0
"C'est quoi le problème ?? J'avais cette appli avant et tout fonctionnait bien, maintenant plus moyen de se connecter. Obligé de mettre 1 étoile pour pouvoir laisser un avis",1,1,1,0,0
"Franchement depuis la dernière mise à jour c'est devenu 1 application completement inutile. Les pas ne s'affichent plus, le suivi du poids non plus etc. Enfait quasiment rien ne fonctionne correctement",1,1,1,0,0
Bug impossible de se connecter. Suppression.,1,0,1,0,0
Très mal,5,1,0,0,0
"Depuis la dernière mise à jour , il manque plein de détails, de moyennes ,rendez nous la version précédente !!!",2,0,0,1,0
"Depuis la mise à jour 6.11 12 août 2020 j'ai perdu mon calcul de calories le poids exetera exetera donc application nul , j'avais acheté ce téléphone pour l'application suite au conseil d'un copain , si rien n'est fait pour récupérer l'application qui allait bien je change de boutique",1,1,1,0,0
J aime beaucoup cette application. Elle m encourage a me donner encore plus pour atteindre les challenges,5,1,0,0,1
Super appli .. je l'utilise à longueur de temps ça me permet de relever des défis sportif et de contrôler mon alimentation.. juste qq soucis dernièrement avec les repas .. l'appli bugue,5,1,1,0,1
Gestion du poids disparue... Les mises à jour ne sont-elles pas sensées inclure des éléments et non en supprimer ?,1,0,0,1,0
"Samsung prend malheureusement le même chemin que les autres GAFA ! Pourquoi demander à pourvoir passer des appels ? Pourquoi partager mes données de santé avec des ""services tiers"" à part pour les vendre ? Je pense qu'on est à la limite de la décence ! Très déçu par Samsung...",1,1,0,1,0
j aime beaucoup ça donne un challenge perso,5,0,0,0,1
Impossible de programmer une course en fractionné... dommage,2,0,0,1,0
"Depuis 2 semaines mon appli se met en pause lorsque je marche e !! Dommage 
parce qu'avant ça j'aurais mis toutes les étoiles",2,1,1,0,0
Très professionnel,5,1,0,0,0
"Application très variées. Compte le nombres de pas dans la journée. Peut fixer des objectifs d'exercices, de poids, d'alimentation saine....",5,0,0,0,1
Je ne veux pas modifier les paramètres pour compter le nombre de pas. Je désinstalle. Dommage je la trouvais très bien avant,1,1,0,1,0
"M'a permis de perdre 10kg en 6 mois! Je ne l'utilise plus 
qu'occasionnellement même si le podomètre m'est utile au quotidien",5,0,0,0,1
"Superbe application,",5,1,0,0,0
Il faut proposer des défis sur les courses aussi !!,4,0,0,1,0
Bien,5,1,0,0,0
Je me fie à la lettre aux recommandations de cette application et je viens de perdre 5 kg en un mois. Génial,5,1,0,0,1
super application il manque pressions réel mesuré cardiaque. mesuré pas,5,1,0,1,0
Nickel. Fait parfaitement bien ce qu'on lui demande,5,1,0,0,0
C'était bieau début jusqu'à la semaine dernière et la mes pas et plus rien d'autre ne fonctionne,1,0,1,0,0
Obligé d'avoir un compte alors qu'avant ce n'était pas le cas. Je n'utiliserai plus l'application.,1,1,0,1,0
Ne compte pas les pas. Ne permet pas de scanner les les produits,1,0,1,1,0
Ça a changé ma vie en terme d'activité physique.,5,0,0,0,1
super,5,1,0,0,0
Ne fonctionne plus sur Samsung A40...,1,0,1,0,0
Pourquoi avoir supprimer la gestion du poids? C'était le meilleur aspect de l'application,1,0,0,1,0
"Bonjour depuis 2 jour jai un problème de connexion avec votre appli j'ai installé, desinstalle réinstallé rien ne fonctionne je sais plus quoi faire merci si vous pouvez m'aider.",1,0,1,0,0
Très bien jusque là mais depuis la dernière mise à jour il n'est plus possible d'utiliser l'application sans l'autoriser à passer et recevoir des appels téléphoniques,1,1,0,1,0
"super appli presque parfaite.... dommage pour le suivi de poids qui n est pas top avec les balance connectée, on devrait pouvoir avoir toutes les données avec ma balance "" Withings",4,1,0,1,0
Nouvelle présentation de la page moins agréable que la précédente,3,0,0,0,1
Great app... Too much battery consumption...,4,1,0,1,0
C'est super,5,1,0,0,0
je sai passe qui se passe l aplication ne cesse de s arreter je peu plus l utiliser,1,0,1,0,0
"Je suis mitigé. Interface agréable, claire, simple. Enregistrement des séances pas mal. Par contre les programmes, c'est le bordel, impossible de faire une recherche et de trouver vraiment ce qu'on veut, et ils renvoient souvent vers une autre appli au bout de quelques séances. Samsung devrait plutôt racheter un ou deux applis bien complètes et ne mettre que ça.",2,0,0,1,1
Super beau,5,1,0,0,0
"Appli complète, rien a redire.",4,1,0,0,0
je suis très déçu de l application elle donne de moins en moins d informations sur les entraînements .je n ai que le temps de parcours.,3,1,0,1,0
Quand je veu cree sa ne marche pas donc j aime pas 👎,1,0,1,0,0
super bien,5,1,0,0,0
"Très déçue, je partage tous les derniers avis négatifs",1,1,0,0,0
Plus possible d y accéder maintenant qu il y un double accès,2,0,1,0,0
Très belle application,5,1,0,0,0
Problème vite réglé.je desinstalle l'application,1,1,0,0,0
elle me pousse à faire du sport,4,0,0,0,1
TOP sports,5,1,0,0,0
bof,3,1,0,0,0
"J'adore cette application chaque jour je regarde mon sommeil qui enregistré 
grace a ma montre fibit2 pro je peux ainsi consulter mon rythme cardiaque 
et mes calorie brûlé sans compter les aides niveau sport remise en forme 
que l'application nous propose tout les mois je fais les defis de nombre de 
pas . Jen suis plus que satisfaite . Je recommande vivement",5,1,0,0,1
Extra,4,1,0,0,0
super,5,1,0,0,0
"Application utile jusqu'à ce que la mise à jour enlève le compararif ""calories brûlées, calories ingérée""... 26/09/2020 : Compteur de calories ne marche plus.",1,0,0,1,1
Super,4,1,0,0,0
"Avant sur Garmin, j avoue que j ai eu un peu de mal au début mais à force d utilisation, je m y suis fait et c est plutôt pas mal. La communauté et les défis sont une réelle bonne idée. On peut toujours améliorer en simplifiant la présentation des statistiques par rapport aux autres utilisateurs ou des systèmes de diagramme plus lisible toutefois. En bref très bonne appli.",4,1,0,1,1
"Fonctionne bien, mais il manque la détection automatique de vélo :-/",4,1,0,1,0
Peu utile. !,1,1,0,0,0
Appli qui se dégrade au fil des mises à jour. Dommage.,1,1,0,0,0
"Bonne application, dommage qu'il n'ait pas possible de le synchroniser avec ma balance connectée .",4,1,0,1,0
bonne,3,1,0,0,0
Me permets de m'améliorer. A conseiller.,5,1,0,0,0
J ai acheté une montre connectée à l application fitbit qui devait pouvoir se synchroniser avec samsung Health mais rien.... Je suis extrêmementdéçue car je voulais continuer à utiliser l appli samsung et tout son historique... Est ce normal ?,2,1,1,0,0
L'application ne fonctionne plus depuis la maj j'ai un message bizarre accès refusé !!,1,0,1,0,0
Application très light par rapport au marché. Mise à jour instable.,1,0,1,0,1
Ne fonctionne plus depuis la maj qui demande l'accès à nos données La double authentification ne fonctionne pas je ne peux plus utiliser l'application,1,0,1,0,0
Déjà mécontent par le manque de fiabilité maintenant bloquer car je ne veux pas donné mes contacts et une ingérence de mon tl voyons sansung pas gentille vous allez pas gagner des clients alors que j ai la montres et que j en suis à mon 3ème tl chez-vous 🤔dommages,1,1,0,1,0
Merveilleux application,5,1,0,0,0
"Je l'ai désinstallée pour, ses trop de paramètres qui'elle exige, comme passer et gérer les appels téléphoniques, donc cette application m'est devenue sans intérêt puisqu'elle ne respecte pas ma vie privée.",1,1,0,1,1
bon,5,1,0,0,0
Application super motivante pour améliorer ses performances physiques.,5,0,0,0,1
très satisfait,5,1,0,0,0
"Depuis la mise à jour Samsung, plus rien . Le compteur de pas, le calculateur d'heures de sommeil et le suivi du cycle n'affichent plus mes infos!!!!! Ça m'apprendra à ne pas synchroniser mes infos.",1,0,1,0,0
Very easy and good app to use,5,1,0,0,0
Impossible de lancer l'application sur mon Samsung S9. Une fois installée je n'ai accès qu'aux conditions en anglais pour accepter et sans propositions puis le rond vert tourne en boucle... Je n'ai aucune solution....,1,0,1,0,0
Application superbe,5,1,0,0,0
"Excellente pour le suivi des repas et du poids, et très encourageante pour 
le suivi du nombre de pas. Pour l'améliorer, il faudrait juste mettre des 
suivis personalisables (nombre de cigarettes, suivi des règles,...)",4,0,0,1,1
Application mise à jour ce matin ! Tout est à nouveau fonctionnel. 👌👍,5,1,0,0,0
"J'appréciais beaucoup cette application jusqu'à la dernière mise à jour. Les graphismes sont moins attrayants, certaines choses ont disparues. Ce n'est pas une mise à jour mais un grand retour en arrière. Ça sent l'application payante pour récupérer tout ce qui a disparu.",1,1,0,1,0
Bonjour j'ai installé l'application hier 05/06/2020 Tout c'est bien passé....mais impossible d'avoir le podomètre en marche....il ne compte pas les pas Je ne comprends pas,1,0,1,0,0
sympa mais les menus ne sont pas toujours clairs et simples.,4,1,0,0,1
Sympa,5,1,0,0,0
C'est depuis septembre 2017 que j'utilise cette application mais je ne souhaite pas l'abandonner tellement elle est intéressante.,5,1,0,0,1
L'application est bien faite mais consomme beaucoup trop de batterie surtout que je ne la synchronise qu'une seule fois par jour...,3,1,1,0,0
Exellente,5,1,0,0,0
Notices d'information : en français c'est possible ?,3,0,0,1,0
Top,5,1,0,0,0
Application complet quand vous avez une montre connectée,4,1,0,0,1
Tout est parfait seul problème le compteur de pas ne fonctionne pas très bien,3,1,1,0,0
j'aime bien mais j'aurais aimé utiliser aussi pour vibroshaper.,4,0,0,1,0
"A mon goût, tout est très bien géré ! Interface très sobre et élégant, seul bémol a mes yeux, le widget nourriture et mal terminé, il est très compliqué de gerer ce qu'on mange avec cette appli, il faudrait rajouter un mode scan de code bar si possible ce serai vraiment très utile et beaucoup plus simple, autrement dit, une réussite complète 👌🏼 Merci d'avance pour vos améliorations apportées 👍🏼",4,1,0,1,0
Devient pourri comme toute les applications Samsung qui veulent nos coordonnées qui non pas besoin d'avoir,1,1,0,0,0
troo basique et aucune application web. donc impossible de voir correctement une seance d entraînement,1,0,0,1,1
Très bonne application 👍🏾,5,1,0,0,0
"C'est une appli à faire pour soi ,sans viser les premières places car je pense qu'il y a beaucoup de tricheurs ( certains font les 200.000 pas en moins d'une journée) où est l'intérêt vu qu'il n'y a rien à gagner et de plus je n'accepte plus les défis pour cette même raison . Il faut le faire pour soi et juste se faire plaisir",4,0,0,0,1
super,5,1,0,0,0
Une mise à jour qui indique que le téléphone est rooté donc ne fonctionne pas. Du grand n'importe quoi....Samsung....un scandale....,1,1,1,0,0
Bonne appli mais c'est tellement dommage qu'on ne puisse pas scanner un aliment pour les calories ou bien entre manuellement car en recherchant par nom d'aliment on ne trouve pas exactement le bon avec le bon nombre de qualories.,2,1,0,1,0
Bon travail,5,1,0,0,0
Application peu fiable. Ne comptabilise pas les étages montés. A fuir.,1,0,1,0,0
I don't like the application after the apdate.. old version was great .,1,1,0,0,0
elle est très bien,5,1,0,0,0
Bien,5,1,0,0,0
"Ne fonctionne plus. Du tout. Impossible de démarrer l'application, qui tourne en boucle sans réussir à démarrer.",1,0,1,0,0
application superbe,5,1,0,0,0
Perte de la fonction gestion du poids qui compare les calories mangées et dépensées depuis la dernière mise àjour. Donc une appli qui perd son intérêt...,1,1,0,1,0
La dernière mise à jour fait descendre la note. L'interface était plus intéressante avant,2,1,0,1,0
Super,5,1,0,0,0
bien,3,1,0,0,0
"Pour David P., c normal car elle est compatible qu'avec la marque Samsung Bonne appli car a beaucoup de fonctionnalités",4,1,0,0,1
Le parcours de voiture a été pris en compte comme marche,3,0,1,0,0
j'aimais bien cette appli mais elle ne fonctionne plus: message d'erreur téléphone rooté !! faux et j'ai vérifié.,1,1,1,0,0
Impossible d'avoir accès à l'application !!!.trop compliqué avant s'était hyper simple,1,0,1,0,1
very good,5,1,0,0,0
Super application,5,1,0,0,0
Bonne application dans l'ensemble seul point négatif c'est le NFC qui fait beuguer librelink une appli pour le diabète ce serait sympa de régler ce problème !,2,0,1,0,0
bon,1,1,0,0,0
toujours pas compatible avec les produits withings,2,0,0,1,0
Tout simplement excellent,5,1,0,0,0
superrrrrrrrrr,5,1,0,0,0
Application permettant de booster l'activité physique quotidienne.,5,0,0,0,1
"Depuis la dernière mise à jour, impossible de se connecter. C'est tout à fait regrettable...",1,0,1,0,0
j'ai l'aimé mais j'aimerai voir une version arabe,4,1,0,1,0
J'utilise cette appli depuis de nombreuses années sans soucis mais depuis la dernière version ça bugue beaucoup. L'appli se plante plusieurs fois de suite et il faut cliquer jusqu'à plus d'une dizaine de fois dessus avant qu'elle fonctionne correctement.,1,0,1,0,1
Très bien,4,1,0,0,0
Les challenges sont très motivants...et quand on trouve un compagnon de marche de même niveau on peut apprendre à se dépasser à deux jour après jour. On donne le meilleur de soi-même. J'adore cette appli. Je l'utilise depuis septembre 2019..2 ans 3 mois,5,1,0,0,1
Très bon application,5,1,0,0,0
Cette application ne fonctionne pas. Elle demande des autorisations qui sont donné s,1,0,1,0,0
Depuis la mise a jour système ne se met plus à jour,1,0,1,0,0
il manque pleins d'aliments et ça serait bien d'avoir un conseil pour les carences ...équilibrer votre alimentation...,3,0,0,1,0
Une excellente expérience,5,1,0,0,0
je me suis dépassée,5,1,0,0,0
Parfer,4,1,0,0,0
Super application qui motive à aller marcher 😃,4,1,0,0,1
Génial,5,1,0,0,0
Suivi simple et facile d'utilisation. Domage qu' il oublie parfois les objectifs de poids et du coup on n'a plus l'évaluation des calories.,4,0,1,0,1
À quand la connection avec les montre my kronos ?,3,0,0,1,0
Nulle depuis la dernière mise à jour !,1,1,0,0,0
Parfait amusant,5,1,0,0,0
"Appli qui plante directement après l avoir ouverte, dommage",1,0,1,0,0
"Excellent accompagnateur pour plus de motivation. Un suivi automatique 
appréciable pour visualiser ses progrès.",5,0,0,1,1
"depuis la dernière maj, plus moyen d avoir la fréquence cardiaque en graphique continu..",2,0,1,1,0
Elle fonctionne plus .,1,0,1,0,0
Très bonne appli,5,1,0,0,0
Passionnant c est un vrai challenge,5,0,0,0,1
J'adore les challenges c'est super entrenent et motivent merci beaucoup,5,1,0,0,0
top,5,1,0,0,0
Je n'ai plus accès à l'appli...,1,0,1,0,0
super application,5,1,0,0,0
Super pour l'instant. Améliorer toujours. Merci,5,1,0,0,0
Très bon,5,1,0,0,0
j'aime beaucoup cette appli mais maintenant jai la gear s3 frontier et jaimerai voir la carte sur la montre mais je n'y arrive pas et je ne trouve nulle part l'explication pour y arriver,5,1,0,1,0
Fantastique,5,1,0,0,0
Pas normal de ne pas pouvoir utiliser l'application sans accepter les données personnelles.,1,0,0,1,0
"C'est dommage, et très dommage, d'avoir supprimé, sur la montre, et sur le portable La gestion du poids entre + calorie / - calorie,c'était une bonne idée pour son régime et calorie supérieur où inférieur Je comprends pas??????",4,1,0,1,0
"Impossible de changer la langue de l'app sans changer le paramètre général du téléphone, et comme la recherche de nourriture renvoie presque uniquement des résultats dans la langue sélectionnée, c'est infernal pour les expatriés.",2,0,0,1,0
Excellente application,5,1,0,0,0
tres bien,5,1,0,0,0
"Pas mal, mais il serait intéressant de pouvoir introduire le suivi de la température également. Par contre, avec mon Samsung S20FE, je ne peux plus mesurer mon stress ni ma SpO2.",3,0,1,1,0
Nul,1,1,0,0,0
Très bonne application,4,1,0,0,0
